Evaluating    1 trackers on     1 sequences
Tracker: dimp dimp50 None ,  Sequence: pigeon04_wild
Using /root/.cache/torch_extensions as PyTorch extensions root...
Detected CUDA files, patching ldflags
Emitting ninja build file /root/.cache/torch_extensions/_prroi_pooling/build.ninja...
Building extension module _prroi_pooling...
Allowing ninja to set a default number of workers... (overridable by setting the environment variable MAX_JOBS=N)
ninja: no work to do.
Loading extension module _prroi_pooling...
FPS: 18.480836359754
Done
         3764651 function calls (3632342 primitive calls) in 14.452 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 dates.py:1465(YearLocator)
        1    0.000    0.000    0.000    0.000 _parser.py:568(parser)
        1    0.000    0.000    0.000    0.000 tz.py:1470(__get_gettz)
       94    0.000    0.000    0.000    0.000 core.py:1861(streamline)
        1    0.000    0.000    0.000    0.000 adam.py:5(Adam)
        1    0.000    0.000    0.000    0.000 convert_parameters.py:1(<module>)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:845(__init__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1423(AnnotatedMeta)
       47    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
      211    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        3    0.000    0.000    0.000    0.000 cpp_extension.py:1687(<listcomp>)
        4    0.000    0.000    0.000    0.000 pyparsing.py:1441(tryParse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1972(__xor__)
        1    0.000    0.000    0.000    0.000 cProfile.py:5(<module>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3548(export)
        2    0.000    0.000    0.000    0.000 core.py:2269(__init__)
        1    0.000    0.000    0.000    0.000 quant_type.py:6(QuantType)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:12(BaseSubprocessTransport)
        1    0.000    0.000    0.000    0.000 events.py:569(BaseDefaultEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 lbfgs.py:183(LBFGS)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:775(_ProtocolMeta)
       11    0.000    0.000    0.000    0.000 __init__.py:1286(debug)
        1    0.000    0.000    0.000    0.000 _add_newdocs.py:6673(numeric_type_aliases)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:71(_from_ctypes_scalar)
       32    0.000    0.000    0.000    0.000 _type_aliases.py:67(<genexpr>)
       14    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
        1    0.000    0.000    0.000    0.000 random.py:96(seed)
       34    0.000    0.000    0.000    0.000 argparse.py:1278(register)
        8    0.000    0.000    0.000    0.000 weakref.py:288(update)
        1    0.000    0.000    0.000    0.000 sysconfig.py:612(get_platform)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._multiprocessing_init}
       95    0.000    0.000    0.000    0.000 pyparsing.py:203(<genexpr>)
        3    0.000    0.000    0.000    0.000 symbolic_opset9.py:309(_reduce_with_dtype)
        1    0.000    0.000    0.000    0.000 patches.py:1001(Polygon)
        2    0.000    0.000    0.000    0.000 core.py:3278(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 tensordict.py:1(<module>)
        1    0.000    0.000    0.000    0.000 continuous_bernoulli.py:11(ContinuousBernoulli)
        1    0.000    0.000    0.000    0.000 binomial.py:13(Binomial)
        3    0.000    0.000    0.000    0.000 container.py:69(_get_item_by_idx)
        9    0.000    0.000    0.000    0.000 __init__.py:107(is_initialized)
        1    0.000    0.000    0.000    0.000 runner.py:120(TextTestRunner)
        3    0.000    0.000    0.000    0.000 ufunclike.py:41(_fix_out_named_y)
        7    0.000    0.000    0.000    0.000 getlimits.py:498(__init__)
      111    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        1    0.000    0.000    0.000    0.000 Transitions.py:7(<module>)
       27    0.000    0.000    0.000    0.000 TypeSlots.py:266(__init__)
        3    0.000    0.000    0.000    0.000 symbolic_opset10.py:85(_avg_pool)
        1    0.000    0.000    0.000    0.000 image_list.py:2(<module>)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2376(__init__)
       21    0.000    0.000    0.000    0.000 pyparsing.py:2431(parseImpl)
        1    0.000    0.000    0.000    0.000 expat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multi_object_wrapper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multigpu.py:1(<module>)
        5    0.000    0.000    0.000    0.000 core.py:4949(_generateDefaultName)
        9    0.000    0.000    0.000    0.000 fontconfig_pattern.py:150(_families)
       12    0.000    0.000    0.000    0.000 rcsetup.py:200(validate_axisbelow)
        1    0.000    0.000    0.000    0.000 pin_memory.py:6(<module>)
        1    0.000    0.000    0.000    0.000 bernoulli.py:10(Bernoulli)
        1    0.000    0.000    0.000    0.000 base_tasks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:376(Purpose)
        2    0.000    0.000    0.000    0.000 core.py:2949(_update_from)
        5    0.000    0.000    0.000    0.000 numeric.py:1358(<listcomp>)
       30    0.000    0.000    0.000    0.000 numeric.py:1816(isscalar)
        2    0.000    0.000    0.000    0.000 typing.py:814(__eq__)
       24    0.000    0.000    0.000    0.000 tokenize.py:148(<listcomp>)
       62    0.000    0.000    0.000    0.000 enum.py:181(<genexpr>)
        3    0.000    0.000    0.000    0.000 {built-in method posix.readlink}
      141    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
      161    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 cpp_extension.py:1466(_get_num_workers)
        2    0.000    0.000    0.000    0.000 _compat.py:4(<module>)
        1    0.000    0.000    0.000    0.000 bdist.py:24(bdist)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3458(__init__)
        1    0.000    0.000    0.000    0.000 votdataset.py:1(<module>)
        1    0.000    0.000    0.000    0.000 triangulation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:231(reload_library)
       18    0.000    0.000    0.000    0.000 transforms.py:52(_make_str_method)
        4    0.000    0.000    0.000    0.000 fontconfig_pattern.py:158(_property)
        1    0.000    0.000    0.000    0.000 quantize_jit.py:2(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1245(IPv4Address)
        1    0.000    0.000    0.000    0.000 idnadata.py:3(<module>)
        1    0.000    0.000    0.000    0.000 adam.py:6(Adam)
        1    0.000    0.000    0.000    0.000 _async.py:8(<module>)
        1    0.000    0.000    0.000    0.000 clip_grad.py:1(<module>)
        2    0.000    0.000    0.000    0.000 arrayprint.py:458(decorating_function)
        6    0.000    0.000    0.000    0.000 _exceptions.py:17(_display_as_base)
        1    0.000    0.000    0.000    0.000 fnmatch.py:74(translate)
        3    0.000    0.000    0.000    0.000 weakref.py:165(__setitem__)
       15    0.000    0.000    0.000    0.000 weakref.py:406(__setitem__)
       24    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
       16    0.000    0.000    0.000    0.000 posixpath.py:135(splitdrive)
      148    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
       92    0.000    0.000    0.000    0.000 {function TensorList.__getitem__ at 0x7f5b0e6902f0}
        1    0.000    0.000    0.000    0.000 fractions.py:60(Fraction)
        1    0.000    0.000    0.000    0.000 hipify_python.py:105(__exit__)
        1    0.000    0.000    0.000    0.000 recipes.py:9(<module>)
        1    0.000    0.000    0.000    0.000 websocket.py:628(WebSocketProtocol)
        1    0.000    0.000    0.000    0.000 <string>:5(PoolKey)
        1    0.000    0.000    0.000    0.000 dates.py:1220(AutoDateLocator)
        1    0.000    0.000    0.000    0.000 _subplots.py:199(subplot_class_factory)
        3    0.000    0.000    0.000    0.000 core.py:674(add_parse_action)
        1    0.000    0.000    0.000    0.000 animation.py:911(Animation)
        1    0.000    0.000    0.000    0.000 std.py:133(Bar)
       37    0.000    0.000    0.000    0.000 __init__.py:22(<genexpr>)
        1    0.000    0.000    0.000    0.000 socket.py:139(__init__)
        1    0.000    0.000    0.000    0.000 _serialization.py:9(<module>)
        1    0.000    0.000    0.000    0.000 _linalg_utils.py:3(<module>)
       11    0.000    0.000    0.000    0.000 init.py:494(_make_deprecate)
        1    0.000    0.000    0.000    0.000 twodim_base.py:152(eye)
       20    0.000    0.000    0.000    0.000 mixins.py:16(_binary_method)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 pathlib.py:480(select_from)
        1    0.000    0.000    0.000    0.000 _utils.py:431(_get_available_device_type)
        5    0.000    0.000    0.000    0.000 datetime.py:279(_check_date_fields)
        2    0.000    0.000    0.000    0.000 __init__.py:64(install)
      136    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._cuda_getDevice}
        1    0.000    0.000    0.000    0.000 cpp_extension.py:290(BuildExtension)
        1    0.000    0.000    0.000    0.000 Regexps.py:90(<listcomp>)
        1    0.000    0.000    0.000    0.000 symbolic_opset7.py:1(<module>)
       18    0.000    0.000    0.000    0.000 filter.py:106(<listcomp>)
        1    0.000    0.000    0.000    0.000 running.py:126(_results_exist)
        1    0.000    0.000    0.000    0.000 response.py:160(HTTPResponse)
        1    0.000    0.000    0.000    0.000 patches.py:1095(Wedge)
        1    0.000    0.000    0.000    0.000 patches.py:1510(Circle)
        1    0.000    0.000    0.000    0.000 core.py:5021(__init__)
        8    0.000    0.000    0.000    0.000 util.py:116(clear)
        7    0.000    0.000    0.000    0.000 rcsetup.py:292(validate_backend)
       57    0.000    0.000    0.000    0.000 __init__.py:2292(<genexpr>)
        1    0.000    0.000    0.000    0.000 categorical.py:8(Categorical)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:29(<module>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:94(_add_types)
        1    0.000    0.000    0.000    0.000 ast.py:30(parse)
        1    0.000    0.000    0.000    0.000 argparse.py:1054(_SubParsersAction)
       37    0.000    0.000    0.000    0.000 argparse.py:1282(_registry_get)
       15    0.000    0.000    0.000    0.000 argparse.py:1480(_pop_action_class)
        1    0.000    0.000    0.000    0.000 Regexps.py:94(CodeRange)
        1    0.000    0.000    0.000    0.000 lsun.py:13(LSUNClass)
        3    0.000    0.000    0.000    0.000 symbolic_opset11.py:338(_avg_pool)
        2    0.000    0.000    0.000    0.000 __about__.py:4(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2991(__init__)
        3    0.000    0.000    0.000    0.000 symbolic_opset9.py:1463(_unsupported_dropout)
        1    0.000    0.000    0.000    0.000 constant_names.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl_match_hostname.py:1(<module>)
       58    0.000    0.000    0.000    0.000 results.py:244(__bool__)
        1    0.000    0.000    0.000    0.000 <string>:5(version_info)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        1    0.000    0.000    0.000    0.000 uu.py:31(<module>)
        1    0.000    0.000    0.000    0.000 adadelta.py:6(Adadelta)
        1    0.000    0.000    0.000    0.000 sparse_adam.py:6(SparseAdam)
        1    0.000    0.000    0.000    0.000 frontend.py:472(ExprBuilder)
        2    0.000    0.000    0.000    0.000 __init__.py:960(__init__)
        1    0.000    0.000    0.000    0.000 polynomial.py:1456(Polynomial)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:132(geterr)
        1    0.000    0.000    0.000    0.000 _asarray.py:5(<module>)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(repeat)
        1    0.000    0.000    0.000    0.000 shape_base.py:82(atleast_2d)
        5    0.000    0.000    0.000    0.000 __init__.py:342(_FuncPtr)
       20    0.000    0.000    0.000    0.000 tokenize.py:112(group)
        6    0.000    0.000    0.000    0.000 codecs.py:185(__init__)
       36    0.000    0.000    0.000    0.000 {method 'issuperset' of 'set' objects}
        1    0.000    0.000    0.000    0.000 base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ImageStat.py:24(<module>)
        1    0.000    0.000    0.000    0.000 file_baton.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3061(__init__)
        3    0.000    0.000    0.000    0.000 symbolic_opset9.py:296(overload_by_arg_count)
        1    0.000    0.000    0.000    0.000 basetracker.py:1(<module>)
        2    0.000    0.000    0.000    0.000 environment.py:1(<module>)
        1    0.000    0.000    0.000    0.000 axis3d.py:35(Axis)
        1    0.000    0.000    0.000    0.000 GimpPaletteFile.py:17(<module>)
        1    0.000    0.000    0.000    0.000 PaletteFile.py:16(<module>)
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:628(<dictcomp>)
        1    0.000    0.000    0.000    0.000 helpers.py:698(OpAssoc)
        2    0.000    0.000    0.000    0.000 core.py:3509(__init__)
        1    0.000    0.000    0.000    0.000 pareto.py:8(Pareto)
        1    0.000    0.000    0.000    0.000 serialization.py:213(__exit__)
        1    0.000    0.000    0.000    0.000 tarfile.py:174(nti)
        1    0.000    0.000    0.000    0.000 __init__.py:1085(__init__)
       11    0.000    0.000    0.000    0.000 __init__.py:1544(isEnabledFor)
        5    0.000    0.000    0.000    0.000 shape_base.py:600(<listcomp>)
       18    0.000    0.000    0.000    0.000 _add_newdocs.py:6674(type_aliases_gen)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(copyto)
        2    0.000    0.000    0.000    0.000 pathlib.py:390(_wrap_binary_strfunc)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
       59    0.000    0.000    0.000    0.000 typing.py:769(_get_type_vars)
       28    0.000    0.000    0.000    0.000 inspect.py:91(ismethoddescriptor)
        1    0.000    0.000    0.000    0.000 functools.py:750(singledispatch)
       16    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        2    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
        8    0.000    0.000    0.000    0.000 {method 'rfind' of 'bytes' objects}
       30    0.000    0.000    0.000    0.000 StringEncoding.py:252(<listcomp>)
        1    0.000    0.000    0.000    0.000 sysconfig.py:236(get_makefile_filename)
       78    0.000    0.000    0.000    0.000 pyparsing.py:2052(leaveWhitespace)
        1    0.000    0.000    0.000    0.000 web.py:2247(_HandlerDelegate)
        1    0.000    0.000    0.000    0.000 patches.py:1347(CirclePolygon)
        1    0.000    0.000    0.000    0.000 core.py:686(add_condition)
        6    0.000    0.000    0.000    0.000 rcsetup.py:617(validate_joinstyle)
        1    0.000    0.000    0.000    0.000 signal_handling.py:31(<module>)
        1    0.000    0.000    0.000    0.000 geometric.py:10(Geometric)
        1    0.000    0.000    0.000    0.000 resource_sharer.py:63(__init__)
        1    0.000    0.000    0.000    0.000 adadelta.py:4(Adadelta)
        1    0.000    0.000    0.000    0.000 process.py:301(__init__)
       74    0.000    0.000    0.000    0.000 reduction.py:43(register)
        1    0.000    0.000    0.000    0.000 adagrad.py:6(Adagrad)
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7f5b7e42dc80}
       43    0.000    0.000    0.000    0.000 typing.py:512(<genexpr>)
        1    0.000    0.000    0.000    0.000 threading.py:757(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:150(HelpFormatter)
        3    0.000    0.000    0.000    0.000 gettext.py:205(_expand_lang)
        1    0.000    0.000    0.000    0.000 re.py:314(_compile_repl)
        1    0.000    0.000    0.000    0.000 contextlib.py:48(__call__)
       94    0.000    0.000    0.000    0.000 pyparsing.py:4890(<genexpr>)
        9    0.000    0.000    0.000    0.000 pyparsing.py:644(__getattr__)
        1    0.000    0.000    0.000    0.000 stopwatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ioloop.py:73(_deprecated)
        1    0.000    0.000    0.000    0.000 model_constructor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 data.py:23(__init__)
        1    0.000    0.000    0.000    0.000 table.py:232(Table)
        1    0.000    0.000    0.000    0.000 _util.py:1(<module>)
        8    0.000    0.000    0.000    0.000 <string>:35(_asdict)
        1    0.000    0.000    0.000    0.000 Image.py:3314(_apply_env_variables)
       20    0.000    0.000    0.000    0.000 __init__.py:2254(_check_in_list)
        1    0.000    0.000    0.000    0.000 _storage_docs.py:22(add_docstr_all)
        9    0.000    0.000    0.000    0.000 _torch_docs.py:21(<listcomp>)
        1    0.000    0.000    0.000    0.000 relaxed_bernoulli.py:10(LogitRelaxedBernoulli)
       25    0.000    0.000    0.000    0.000 ipaddress.py:433(_ip_int_from_prefix)
        1    0.000    0.000    0.000    0.000 intranges.py:6(<module>)
        2    0.000    0.000    0.000    0.000 conv.py:17(_ConvNd)
        1    0.000    0.000    0.000    0.000 parallel_apply.py:1(<module>)
       32    0.000    0.000    0.000    0.000 {built-in method math.ceil}
       35    0.000    0.000    0.000    0.000 datetime.py:262(_check_int_field)
        5    0.000    0.000    0.000    0.000 datetime.py:292(_check_time_fields)
        1    0.000    0.000    0.000    0.000 enum.py:850(<listcomp>)
        1    0.000    0.000    0.000    0.000 os.py:806(fsdecode)
        2    0.000    0.000    0.000    0.000 {built-in method posix.mkdir}
       15    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
       17    0.000    0.000    0.000    0.000 cpp_extension.py:1613(<genexpr>)
       31    0.000    0.000    0.000    0.000 PyrexTypes.py:1717(__init__)
        1    0.000    0.000    0.000    0.000 mnist.py:17(MNIST)
        1    0.000    0.000    0.000    0.000 windows_support.py:1(<module>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:433(__delitem__)
       10    0.000    0.000    0.000    0.000 pyparsing.py:2963(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3368(And)
       16    0.000    0.000    0.000    0.000 __init__.py:2367(_is_unpacked_egg)
        1    0.000    0.000    0.000    0.000 blocks.py:1(<module>)
        3    0.000    0.000    0.000    0.000 augmentation.py:135(<listcomp>)
        1    0.000    0.000    0.000    0.000 netutil.py:389(DefaultExecutorResolver)
       38    0.000    0.000    0.000    0.000 ansi.py:12(code_to_chars)
        1    0.000    0.000    0.000    0.000 _appengine_environ.py:12(is_appengine_sandbox)
        1    0.000    0.000    0.000    0.000 _common.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _constrained_layout.py:14(<module>)
        1    0.000    0.000    0.000    0.000 text.py:1523(Annotation)
        4    0.000    0.000    0.000    0.000 results.py:200(__setitem__)
        1    0.000    0.000    0.000    0.000 core.py:5486(__init__)
        1    0.000    0.000    0.000    0.000 core.py:102(__diag__)
       29    0.000    0.000    0.000    0.000 __init__.py:1830(_str_equal)
        6    0.000    0.000    0.000    0.000 deprecation.py:269(__init__)
        1    0.000    0.000    0.000    0.000 grad.py:1(<module>)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        3    0.000    0.000    0.000    0.000 six.py:236(create_module)
       26    0.000    0.000    0.000    0.000 {built-in method math.floor}
        2    0.000    0.000    0.000    0.000 datetime.py:689(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:1381(datetime)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._init_names}
        3    0.000    0.000    0.000    0.000 {built-in method torch._C._cuda_isInBadFork}
        1    0.000    0.000    0.000    0.000 lsun.py:57(LSUN)
      162    0.000    0.000    0.000    0.000 __init__.py:2593(_reload_version)
        1    0.000    0.000    0.000    0.000 configparser.py:296(ParsingError)
        1    0.000    0.000    0.000    0.000 _box_convert.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dimp.py:528(<listcomp>)
        1    0.000    0.000    0.000    0.000 _appengine_environ.py:8(is_appengine)
        1    0.000    0.000    0.000    0.000 _parser.py:1373(_result)
        1    0.000    0.000    0.000    0.000 image.py:215(_ImageBase)
        1    0.000    0.000    0.000    0.000 Image.py:508(Image)
        1    0.000    0.000    0.000    0.000 mathtext.py:3294(MathTextParser)
        1    0.000    0.000    0.000    0.000 collections.py:1233(RegularPolyCollection)
        1    0.000    0.000    0.000    0.000 transforms.py:685(Bbox)
        1    0.000    0.000    0.000    0.000 pyplot.py:111(install_repl_displayhook)
        1    0.000    0.000    0.000    0.000 core.py:314(condition_as_parse_action)
        1    0.000    0.000    0.000    0.000 dirichlet.py:15(_Dirichlet)
        1    0.000    0.000    0.000    0.000 _cookiejar.py:3(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:413(close)
        3    0.000    0.000    0.000    0.000 _ops.py:76(__getattr__)
       30    0.000    0.000    0.000    0.000 fromnumeric.py:3075(ndim)
        1    0.000    0.000    0.000    0.000 _dtype.py:5(<module>)
       27    0.000    0.000    0.000    0.000 pathlib.py:119(<genexpr>)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        5    0.000    0.000    0.000    0.000 multiarray.py:143(concatenate)
        1    0.000    0.000    0.000    0.000 datetime.py:1034(time)
        1    0.000    0.000    0.000    0.000 sre_parse.py:876(parse_template)
        5    0.000    0.000    0.000    0.000 os.py:1067(__subclasshook__)
       24    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:966(_find_parent_path_names)
       93    0.000    0.000    0.000    0.000 {method 'ljust' of 'str' objects}
       16    0.000    0.000    0.000    0.000 pyparsing.py:2751(charsAsStr)
        9    0.000    0.000    0.000    0.000 pyparsing.py:3841(__str__)
       13    0.000    0.000    0.000    0.000 augmentation.py:13(__init__)
        1    0.000    0.000    0.000    0.000 run_webcam.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ImageSequence.py:19(<module>)
        1    0.000    0.000    0.000    0.000 _version.py:20(get_versions)
       42    0.000    0.000    0.000    0.000 core.py:666(<genexpr>)
        3    0.000    0.000    0.000    0.000 core.py:680(<listcomp>)
        8    0.000    0.000    0.000    0.000 fontconfig_pattern.py:144(_name)
        1    0.000    0.000    0.000    0.000 __init__.py:39(_get_running_interactive_framework)
        1    0.000    0.000    0.000    0.000 pattern_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rnn.py:29(RNNBase)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1860(IPv6Address)
        2    0.000    0.000    0.000    0.000 context.py:240(set_start_method)
       14    0.000    0.000    0.000    0.000 mixins.py:26(_reflected_binary_method)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:437(repeat)
       16    0.000    0.000    0.000    0.000 _string_helpers.py:44(english_upper)
        1    0.000    0.000    0.000    0.000 pathlib.py:814(with_name)
        6    0.000    0.000    0.000    0.000 six.py:131(__init__)
        1    0.000    0.000    0.000    0.000 random.py:71(Random)
        1    0.000    0.000    0.000    0.000 __init__.py:365(__getitem__)
       13    0.000    0.000    0.000    0.000 subprocess.py:1386(_internal_poll)
        1    0.000    0.000    0.000    0.000 datetime.py:659(date)
        1    0.000    0.000    0.000    0.000 utf_8.py:33(getregentry)
       41    0.000    0.000    0.000    0.000 {method 'groupdict' of '_sre.SRE_Match' objects}
        6    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
      124    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        7    0.000    0.000    0.000    0.000 pyparsing.py:4825(tokenMap)
       36    0.000    0.000    0.000    0.000 pyparsing.py:458(__bool__)
       18    0.000    0.000    0.000    0.000 pyparsing.py:506(haskeys)
        4    0.000    0.000    0.000    0.000 __init__.py:122(_declare_state)
        1    0.000    0.000    0.000    0.000 inception.py:64(Inception3)
        1    0.000    0.000    0.000    0.000 cpp_extension.py:179(_accepted_compilers_for_platform)
        1    0.000    0.000    0.000    0.000 running.py:1(<module>)
        1    0.000    0.000    0.000    0.000 error.py:191(_check_version)
        4    0.000    0.000    0.000    0.000 six.py:233(create_module)
        1    0.000    0.000    0.000    0.000 six.py:957(wrapper)
        1    0.000    0.000    0.000    0.000 __init__.py:21(__deprecated_private_func)
        1    0.000    0.000    0.000    0.000 core.py:177(update_user_library)
        1    0.000    0.000    0.000    0.000 ImageMode.py:17(<module>)
       65    0.000    0.000    0.000    0.000 core.py:3835(<genexpr>)
       47    0.000    0.000    0.000    0.000 core.py:4064(<genexpr>)
        1    0.000    0.000    0.000    0.000 base_events.py:210(Server)
        1    0.000    0.000    0.000    0.000 socket.py:409(_real_close)
       24    0.000    0.000    0.000    0.000 _datasource.py:105(_load)
        1    0.000    0.000    0.000    0.000 pathlib.py:602(PurePath)
        2    0.000    0.000    0.000    0.000 _utils_internal.py:17(get_file_path)
       74    0.000    0.000    0.000    0.000 signal.py:17(<lambda>)
        7    0.000    0.000    0.000    0.000 argparse.py:2286(_get_value)
        1    0.000    0.000    0.000    0.000 datetime.py:531(__neg__)
        8    0.000    0.000    0.000    0.000 _collections_abc.py:148(__subclasshook__)
       11    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.OrderedDict' objects}
       28    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 caltech.py:10(Caltech101)
       11    0.000    0.000    0.000    0.000 TypeSlots.py:323(__init__)
        1    0.000    0.000    0.000    0.000 inception.py:142(QuantizableInceptionE)
        1    0.000    0.000    0.000    0.000 folder.py:191(ImageFolder)
       12    0.000    0.000    0.000    0.000 pyparsing.py:3513(<genexpr>)
        1    0.000    0.000    0.000    0.000 new_empty_tensor.py:1(<module>)
        4    0.000    0.000    0.000    0.000 augmentation.py:113(__init__)
        1    0.000    0.000    0.000    0.000 process.py:187(Subprocess)
        1    0.000    0.000    0.000    0.000 httpserver.py:248(_CallableAdapter)
        4    0.000    0.000    0.000    0.000 six.py:215(is_package)
        1    0.000    0.000    0.000    0.000 tz.py:41(tzutc)
        1    0.000    0.000    0.000    0.000 core.py:170(iter_user_libraries)
       42    0.000    0.000    0.000    0.000 results.py:262(haskeys)
      138    0.000    0.000    0.000    0.000 core.py:765(postParse)
        1    0.000    0.000    0.000    0.000 exceptions.py:19(ParseBaseException)
       20    0.000    0.000    0.000    0.000 rcsetup.py:600(_deprecate_case_insensitive_join_cap)
        9    0.000    0.000    0.000    0.000 _torch_docs.py:22(<listcomp>)
        1    0.000    0.000    0.000    0.000 events.py:228(AbstractEventLoop)
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 fusion.py:3(<module>)
        1    0.000    0.000    0.000    0.000 adaptive.py:18(AdaptiveLogSoftmaxWithLoss)
        1    0.000    0.000    0.000    0.000 function.py:205(once_differentiable)
        1    0.000    0.000    0.000    0.000 tarfile.py:727(TarInfo)
        1    0.000    0.000    0.000    0.000 decorators.py:15(<module>)
        7    0.000    0.000    0.000    0.000 core.py:2555(_arraymethod)
        1    0.000    0.000    0.000    0.000 _iotools.py:450(StringConverter)
        1    0.000    0.000    0.000    0.000 _internal.py:239(_missing_ctypes)
       30    0.000    0.000    0.000    0.000 fromnumeric.py:71(<dictcomp>)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(squeeze)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:186(_set_up_aliases)
        3    0.000    0.000    0.000    0.000 six.py:205(load_module)
       12    0.000    0.000    0.000    0.000 opcode.py:43(name_op)
       15    0.000    0.000    0.000    0.000 argparse.py:793(__init__)
        3    0.000    0.000    0.000    0.000 tensorlist.py:173(__getattr__)
        2    0.000    0.000    0.000    0.000 os.py:678(__delitem__)
       17    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        7    0.000    0.000    0.000    0.000 TypeSlots.py:396(__init__)
        1    0.000    0.000    0.000    0.000 cifar.py:12(CIFAR10)
        2    0.000    0.000    0.000    0.000 specifiers.py:664(SpecifierSet)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4335(__init__)
        1    0.000    0.000    0.000    0.000 _locale_data.py:15(<module>)
        1    0.000    0.000    0.000    0.000 tripcolor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tz.py:132(tzoffset)
        1    0.000    0.000    0.000    0.000 _common.py:149(_tzinfo)
