Evaluating    1 trackers on     1 sequences
Tracker: dimp dimp50 None ,  Sequence: pigeon04_wild
Using /root/.cache/torch_extensions as PyTorch extensions root...
Detected CUDA files, patching ldflags
Emitting ninja build file /root/.cache/torch_extensions/_prroi_pooling/build.ninja...
Building extension module _prroi_pooling...
Allowing ninja to set a default number of workers... (overridable by setting the environment variable MAX_JOBS=N)
ninja: no work to do.
Loading extension module _prroi_pooling...
FPS: 18.480836359754
Done
         3764651 function calls (3632342 primitive calls) in 14.452 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:103(MinFilter)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:118(MaxFilter)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:133(ModeFilter)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:151(GaussianBlur)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:168(BoxBlur)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:189(UnsharpMask)
        1    0.000    0.000    0.000    0.000 vgg.py:24(VGG)
        1    0.000    0.000    0.000    0.000 squeezenet.py:14(Fire)
        1    0.000    0.000    0.000    0.000 squeezenet.py:37(SqueezeNet)
        1    0.000    0.000    0.000    0.000 alexnet.py:14(AlexNet)
        1    0.000    0.000    0.000    0.000 resnet.py:75(Bottleneck)
        1    0.000    0.000    0.000    0.000 resnet.py:124(ResNet)
        1    0.000    0.000    0.000    0.000 initializer.py:9(FilterPool)
        1    0.000    0.000    0.000    0.000 initializer.py:49(FilterInitializer)
        1    0.000    0.000    0.000    0.000 initializer.py:118(FilterInitializerLinear)
        1    0.000    0.000    0.000    0.000 initializer.py:177(FilterInitializerZero)
        1    0.000    0.000    0.000    0.000 initializer.py:202(FilterInitializerSiamese)
        1    0.000    0.000    0.000    0.000 prroi_pool.py:19(PrRoIPool2D)
        1    0.000    0.000    0.000    0.000 blocks.py:23(LinearBlock)
        1    0.000    0.000    0.000    0.000 net_wrappers.py:9(__init__)
        1    0.000    0.000    0.000    0.000 net_wrappers.py:5(NetWrapper)
        1    0.000    0.000    0.000    0.000 local.py:1(EnvironmentSettings)
        1    0.000    0.000    0.000    0.000 __init__.py:3(get_tracker_class)
        1    0.000    0.000    0.000    0.000 augmentation.py:10(Transform)
        1    0.000    0.000    0.000    0.000 augmentation.py:39(Identity)
        1    0.000    0.000    0.000    0.000 augmentation.py:52(FlipVertical)
        1    0.000    0.000    0.000    0.000 augmentation.py:60(Translation)
        1    0.000    0.000    0.000    0.000 augmentation.py:72(Scale)
        1    0.000    0.000    0.000    0.000 augmentation.py:98(Affine)
        1    0.000    0.000    0.000    0.000 augmentation.py:128(Blur)
        1    0.000    0.000    0.000    0.000 augmentation.py:150(RandomAffine)
        1    0.000    0.000    0.000    0.000 cProfile.py:27(Profile)
        1    0.000    0.000    0.000    0.000 queues.py:53(QueueFull)
        1    0.000    0.000    0.000    0.000 locks.py:31(_TimeoutGarbageCollector)
        1    0.000    0.000    0.000    0.000 simple_httpclient.py:44(HTTPTimeoutError)
        1    0.000    0.000    0.000    0.000 simple_httpclient.py:60(HTTPStreamClosedError)
        1    0.000    0.000    0.000    0.000 template.py:635(_IntermediateControlBlock)
        1    0.000    0.000    0.000    0.000 template.py:655(_Expression)
        1    0.000    0.000    0.000    0.000 template.py:678(_Module)
        1    0.000    0.000    0.000    0.000 template.py:683(_Text)
        1    0.000    0.000    0.000    0.000 websocket.py:109(WebSocketClosedError)
        1    0.000    0.000    0.000    0.000 websocket.py:118(_DecompressTooLargeError)
        1    0.000    0.000    0.000    0.000 csv.py:65(excel_tab)
        1    0.000    0.000    0.000    0.000 csv.py:166(Sniffer)
        1    0.000    0.000    0.000    0.000 template.py:220(_UnsetMarker)
        1    0.000    0.000    0.000    0.000 httputil.py:479(HTTPOutputError)
        1    0.000    0.000    0.000    0.000 httputil.py:657(HTTPFile)
        1    0.000    0.000    0.000    0.000 iostream.py:103(UnsatisfiableReadError)
        1    0.000    0.000    0.000    0.000 web.py:2409(MissingArgumentError)
        1    0.000    0.000    0.000    0.000 web.py:2423(ErrorHandler)
        1    0.000    0.000    0.000    0.000 web.py:3245(_linkify)
        1    0.000    0.000    0.000    0.000 web.py:3250(_xsrf_form_html)
        1    0.000    0.000    0.000    0.000 http1connection.py:42(_QuietException)
        1    0.000    0.000    0.000    0.000 asyncio.py:374(AnyThreadEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 gen.py:111(KeyReuseError)
        1    0.000    0.000    0.000    0.000 gen.py:115(UnknownKeyError)
        1    0.000    0.000    0.000    0.000 gen.py:127(ReturnValueIgnoredError)
        1    0.000    0.000    0.000    0.000 gen.py:282(Return)
        1    0.000    0.000    0.000    0.000 gen.py:671(_NullFuture)
        1    0.000    0.000    0.000    0.000 util.py:66(TimeoutError)
        1    0.000    0.000    0.000    0.000 ansi.py:71(AnsiBack)
        1    0.000    0.000    0.000    0.000 ansi.py:93(AnsiStyle)
        1    0.000    0.000    0.000    0.000 winterm.py:6(WinColor)
        1    0.000    0.000    0.000    0.000 ioloop.py:66(_Selectable)
        1    0.000    0.000    0.000    0.000 stopwatch.py:7(Stopwatch)
        1    0.000    0.000    0.000    0.000 handlers.py:47(BaseRotatingHandler)
        1    0.000    0.000    0.000    0.000 handlers.py:117(RotatingFileHandler)
        1    0.000    0.000    0.000    0.000 handlers.py:193(TimedRotatingFileHandler)
        1    0.000    0.000    0.000    0.000 handlers.py:416(WatchedFileHandler)
        1    0.000    0.000    0.000    0.000 handlers.py:485(SocketHandler)
        1    0.000    0.000    0.000    0.000 handlers.py:652(DatagramHandler)
        1    0.000    0.000    0.000    0.000 handlers.py:948(SMTPHandler)
        1    0.000    0.000    0.000    0.000 handlers.py:1126(HTTPHandler)
        1    0.000    0.000    0.000    0.000 handlers.py:1205(BufferingHandler)
        1    0.000    0.000    0.000    0.000 handlers.py:1335(QueueHandler)
        1    0.000    0.000    0.000    0.000 escape.py:219(to_unicode)
        1    0.000    0.000    0.000    0.000 error.py:10(ZMQBaseError)
        1    0.000    0.000    0.000    0.000 error.py:80(NotDone)
        1    0.000    0.000    0.000    0.000 error.py:115(InterruptedSystemCall)
        1    0.000    0.000    0.000    0.000 attrsettr.py:11(AttributeSetter)
        1    0.000    0.000    0.000    0.000 socket.py:41(_SocketContext)
        1    0.000    0.000    0.000    0.000 server.py:291(BaseWebSocketHandler)
        1    0.000    0.000    0.000    0.000 server.py:304(VisSocketHandler)
        1    0.000    0.000    0.000    0.000 server.py:673(BaseHandler)
        1    0.000    0.000    0.000    0.000 server.py:1177(VisSocketWrap)
        1    0.000    0.000    0.000    0.000 server.py:1272(ForkEnvHandler)
        1    0.000    0.000    0.000    0.000 server.py:1300(HashHandler)
        1    0.000    0.000    0.000    0.000 server.py:1574(DataHandler)
        1    0.000    0.000    0.000    0.000 server.py:1616(IndexHandler)
        1    0.000    0.000    0.000    0.000 server.py:1661(ErrorHandler)
        1    0.000    0.000    0.000    0.000 jsonpatch.py:74(JsonPatchException)
        1    0.000    0.000    0.000    0.000 jsonpatch.py:78(InvalidJsonPatch)
        1    0.000    0.000    0.000    0.000 jsonpatch.py:91(JsonPatchTestFailed)
        1    0.000    0.000    0.000    0.000 jsonpatch.py:232(RemoveOperation)
        1    0.000    0.000    0.000    0.000 jsonpatch.py:262(AddOperation)
        1    0.000    0.000    0.000    0.000 jsonpatch.py:314(ReplaceOperation)
        1    0.000    0.000    0.000    0.000 jsonpatch.py:469(CopyOperation)
        1    0.000    0.000    0.000    0.000 jsonpointer.py:149(JsonPointerException)
        1    0.000    0.000    0.000    0.000 jsonpointer.py:153(EndOfList)
        2    0.000    0.000    0.000    0.000 __init__.py:64(_libs_on_path)
        1    0.000    0.000    0.000    0.000 legacy.py:94(CharsetDoctor)
        1    0.000    0.000    0.000    0.000 cookiejar.py:836(CookiePolicy)
        1    0.000    0.000    0.000    0.000 exceptions.py:14(RequestException)
        1    0.000    0.000    0.000    0.000 exceptions.py:54(Timeout)
        1    0.000    0.000    0.000    0.000 exceptions.py:70(ReadTimeout)
        1    0.000    0.000    0.000    0.000 exceptions.py:82(MissingSchema)
        1    0.000    0.000    0.000    0.000 exceptions.py:90(InvalidURL)
        1    0.000    0.000    0.000    0.000 exceptions.py:110(StreamConsumedError)
        1    0.000    0.000    0.000    0.000 exceptions.py:118(UnrewindableBodyError)
        1    0.000    0.000    0.000    0.000 exceptions.py:124(RequestsWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:128(FileModeWarning)
        1    0.000    0.000    0.000    0.000 ssl_match_hostname.py:21(CertificateError)
        1    0.000    0.000    0.000    0.000 response.py:38(DeflateDecoder)
        1    0.000    0.000    0.000    0.000 response.py:70(GzipDecoderState)
        1    0.000    0.000    0.000    0.000 response.py:77(GzipDecoder)
        1    0.000    0.000    0.000    0.000 queue.py:11(LifoQueue)
        1    0.000    0.000    0.000    0.000 retry.py:301(<listcomp>)
        1    0.000    0.000    0.000    0.000 exceptions.py:168(URLSchemeUnknown)
        1    0.000    0.000    0.000    0.000 exceptions.py:185(SecurityWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:209(InsecurePlatformWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:221(DependencyWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:245(IncompleteRead)
        1    0.000    0.000    0.000    0.000 exceptions.py:263(InvalidChunkLength)
        1    0.000    0.000    0.000    0.000 exceptions.py:306(ProxySchemeUnsupported)
        2    0.000    0.000    0.000    0.000 six.py:91(_LazyDescr)
        1    0.000    0.000    0.000    0.000 six.py:107(MovedModule)
        1    0.000    0.000    0.000    0.000 six.py:127(_LazyModule)
        1    0.000    0.000    0.000    0.000 six.py:174(__init__)
        1    0.000    0.000    0.000    0.000 six.py:399(Module_six_moves_urllib_error)
        1    0.000    0.000    0.000    0.000 six.py:954(add_metaclass)
        1    0.000    0.000    0.000    0.000 _py.py:51(Base)
        1    0.000    0.000    0.000    0.000 _py.py:74(Handle)
        1    0.000    0.000    0.000    0.000 tracker.py:75(_init_visdom)
        1    0.000    0.000    0.000    0.000 visdom.py:12(VisBase)
        1    0.000    0.000    0.000    0.000 visdom.py:55(VisHeatmap)
        1    0.000    0.000    0.000    0.000 visdom.py:150(VisCostVolumeUI)
        1    0.000    0.000    0.000    0.000 visdom.py:260(VisText)
        1    0.000    0.000    0.000    0.000 visdom.py:272(VisLinePlot)
        1    0.000    0.000    0.000    0.000 visdom.py:337(VisBBReg)
        1    0.000    0.000    0.000    0.000 visdom.py:370(Visdom)
        1    0.000    0.000    0.000    0.000 exceptions.py:20(PoolError)
        1    0.000    0.000    0.000    0.000 exceptions.py:44(SSLError)
        1    0.000    0.000    0.000    0.000 exceptions.py:50(ProxyError)
        1    0.000    0.000    0.000    0.000 exceptions.py:110(TimeoutError)
        1    0.000    0.000    0.000    0.000 model_constructor.py:28(__init__)
        1    0.000    0.000    0.000    0.000 model_constructor.py:24(NetConstructor)
        1    0.000    0.000    0.000    0.000 multigpu.py:8(MultiGPU)
        1    0.000    0.000    0.000    0.000 activation.py:20(MLU)
        1    0.000    0.000    0.000    0.000 activation.py:47(BentIdentPar)
        1    0.000    0.000    0.000    0.000 activation.py:58(BentIdentParDeriv)
        1    0.000    0.000    0.000    0.000 data.py:158(SequenceList)
        1    0.000    0.000    0.000    0.000 _py.py:45(JPEGRuntimeError)
        1    0.000    0.000    0.000    0.000 __init__.py:9(Mat)
        1    0.000    0.000    0.000    0.000 __init__.py:51(Bool)
        1    0.000    0.000    0.000    0.000 __init__.py:59(Double)
        1    0.000    0.000    0.000    0.000 __init__.py:63(Float)
        1    0.000    0.000    0.000    0.000 __init__.py:67(String)
        1    0.000    0.000    0.000    0.000 __init__.py:75(Point2f)
        1    0.000    0.000    0.000    0.000 __init__.py:79(Size)
        1    0.000    0.000    0.000    0.000 __init__.py:83(Rect)
        1    0.000    0.000    0.000    0.000 __init__.py:102(Bool)
        1    0.000    0.000    0.000    0.000 __init__.py:114(Float)
        1    0.000    0.000    0.000    0.000 __init__.py:122(Point)
        1    0.000    0.000    0.000    0.000 __init__.py:126(Point2f)
        1    0.000    0.000    0.000    0.000 __init__.py:134(Rect)
        1    0.000    0.000    0.000    0.000 __init__.py:138(Scalar)
        1    0.000    0.000    0.000    0.000 __init__.py:146(GMat)
        1    0.000    0.000    0.000    0.000 __init__.py:150(Prim)
        1    0.000    0.000    0.000    0.000 settings.py:4(Settings)
        1    0.000    0.000    0.000    0.000 art3d.py:377(Patch3DCollection)
        1    0.000    0.000    0.000    0.000 backend_agg.py:612(_BackendAgg)
        1    0.000    0.000    0.000    0.000 art3d.py:326(PathPatch3D)
        1    0.000    0.000    0.000    0.000 geo.py:229(_GeoTransform)
        1    0.000    0.000    0.000    0.000 geo.py:255(AitoffTransform)
        1    0.000    0.000    0.000    0.000 geo.py:280(InvertedAitoffTransform)
        1    0.000    0.000    0.000    0.000 geo.py:322(InvertedHammerTransform)
        1    0.000    0.000    0.000    0.000 geo.py:349(MollweideTransform)
        1    0.000    0.000    0.000    0.000 geo.py:419(LambertTransform)
        1    0.000    0.000    0.000    0.000 polar.py:202(_AxisWrapper)
        1    0.000    0.000    0.000    0.000 polar.py:269(ThetaTick)
        1    0.000    0.000    0.000    0.000 geo.py:17(ThetaFormatter)
        2    0.000    0.000    0.000    0.000 axis.py:604(__init__)
        1    0.000    0.000    0.000    0.000 scale.py:26(ScaleBase)
        1    0.000    0.000    0.000    0.000 scale.py:126(FuncTransform)
        1    0.000    0.000    0.000    0.000 scale.py:162(FuncScale)
        1    0.000    0.000    0.000    0.000 scale.py:246(InvertedLogTransform)
        1    0.000    0.000    0.000    0.000 scale.py:372(SymmetricalLogTransform)
        1    0.000    0.000    0.000    0.000 scale.py:404(InvertedSymmetricalLogTransform)
        1    0.000    0.000    0.000    0.000 tricontour.py:8(TriContourSet)
        1    0.000    0.000    0.000    0.000 trifinder.py:7(TriFinder)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:15(TriInterpolator)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1173(_DOF_estimator_min_E)
        1    0.000    0.000    0.000    0.000 trirefine.py:12(TriRefiner)
        1    0.000    0.000    0.000    0.000 _base.py:33(_axis_method_wrapper)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1783(DraggableOffsetBox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1809(DraggableAnnotation)
        1    0.000    0.000    0.000    0.000 container.py:46(BarContainer)
        1    0.000    0.000    0.000    0.000 container.py:71(ErrorbarContainer)
        1    0.000    0.000    0.000    0.000 legend_handler.py:132(HandlerNpoints)
        1    0.000    0.000    0.000    0.000 legend_handler.py:260(HandlerPatch)
        1    0.000    0.000    0.000    0.000 legend_handler.py:306(HandlerLineCollection)
        1    0.000    0.000    0.000    0.000 legend_handler.py:433(HandlerErrorbar)
        1    0.000    0.000    0.000    0.000 legend_handler.py:637(HandlerTuple)
        1    0.000    0.000    0.000    0.000 legend.py:50(DraggableLegend)
        1    0.000    0.000    0.000    0.000 offsetbox.py:368(PackerBase)
        1    0.000    0.000    0.000    0.000 offsetbox.py:495(HPacker)
        1    0.000    0.000    0.000    0.000 units.py:54(ConversionError)
        1    0.000    0.000    0.000    0.000 units.py:189(Registry)
        1    0.000    0.000    0.000    0.000 dates.py:611(IndexDateFormatter)
        1    0.000    0.000    0.000    0.000 dates.py:836(AutoDateFormatter)
        1    0.000    0.000    0.000    0.000 dates.py:1548(MonthLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1573(WeekdayLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1601(DayLocator)
